velocity_ms,gamma,proper_time_s,dilated_time_s
3889.00,1.000000000084136,86400.000000,86400.000007269365597
7660.00,1.000000000326411,86400.000000,86400.000028201888199
7590.00,1.000000000320472,86400.000000,86400.000027688802220
3075.00,1.000000000052601,86400.000000,86400.000004544766853
3600.00,1.000000000072096,86400.000000,86400.000006229107385
