velocity_ms,gamma
1000.0,1.000000000005563
12000.0,1.000000000801068
23000.0,1.000000002942811
34000.0,1.000000006430794
45000.0,1.000000011265015
56000.0,1.000000017445476
67000.0,1.000000024972175
78000.0,1.000000033845114
89000.0,1.000000044064291
100000.0,1.000000055629708
